"學年度","學校代碼","學校名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男","一年級女","二年級男","二年級女","三年級男","三年級女","四年級男","四年級女","五年級男","五年級女","六年級男","六年級女","七年級男","七年級女","延修生男","延修生女","縣市名稱","體系別"
112,1038,萬能科技大學,D 日,B 四技,4982,2776,2206,709,519,686,551,598,485,594,509,0,0,0,0,0,0,189,142,03 桃園市,2 技職
112,1038,萬能科技大學,N 修,B 四技,2106,1220,886,373,238,244,186,283,208,249,219,4,2,0,0,0,0,67,33,03 桃園市,2 技職
112,1038,萬能科技大學,N 修,C 二技,314,160,154,0,0,0,0,86,85,71,68,0,0,0,0,0,0,3,1,03 桃園市,2 技職
112,1038,萬能科技大學,N 修,2 二專,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,03 桃園市,2 技職
112,1039,玄奘大學,D 日,M 碩士,263,97,166,40,34,22,47,18,41,15,38,0,5,1,0,1,1,0,0,18 新竹市,1 一般
112,1039,玄奘大學,N 職,M 碩士,157,51,106,17,29,8,33,10,21,11,13,5,10,0,0,0,0,0,0,18 新竹市,1 一般
112,1039,玄奘大學,D 日,B 學士,1103,441,662,70,104,84,139,101,171,153,206,0,0,0,0,0,0,33,42,18 新竹市,1 一般
112,1039,玄奘大學,N 修,C 二技,28,8,20,0,0,0,0,4,10,4,10,0,0,0,0,0,0,0,0,18 新竹市,2 技職
112,1040,建國科技大學,D 日,M 碩士,98,51,47,15,24,20,19,10,3,6,1,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
112,1040,建國科技大學,D 日,B 四技,2108,1444,664,339,183,319,136,306,135,331,152,0,0,0,0,0,0,149,58,07 彰化縣,2 技職
112,1040,建國科技大學,N 修,B 四技,1284,961,323,174,68,264,62,203,96,239,86,0,0,0,0,0,0,81,11,07 彰化縣,2 技職
112,1040,建國科技大學,N 修,C 二技,289,157,132,0,0,0,0,76,68,74,61,0,0,0,0,0,0,7,3,07 彰化縣,2 技職
112,1040,建國科技大學,D 日,2 二專,9,8,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,2 技職
112,1040,建國科技大學,N 修,2 二專,66,46,20,30,13,13,6,0,0,0,0,0,0,0,0,0,0,3,1,07 彰化縣,2 技職
112,1041,明志科技大學,D 日,D 博士,62,45,17,18,5,10,7,12,5,4,0,0,0,1,0,0,0,0,0,01 新北市,2 技職
112,1041,明志科技大學,D 日,M 碩士,535,402,133,187,67,147,34,52,21,16,11,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1041,明志科技大學,N 職,M 碩士,27,23,4,7,1,4,2,8,1,3,0,1,0,0,0,0,0,0,0,01 新北市,2 技職
112,1041,明志科技大學,D 日,B 四技,3594,2555,1039,673,287,600,238,587,264,598,232,0,0,0,0,0,0,97,18,01 新北市,2 技職
112,1041,明志科技大學,N 修,B 四技,109,103,6,17,2,19,1,23,1,18,1,0,0,0,0,0,0,26,1,01 新北市,2 技職
112,1042,高苑科技大學,D 日,M 碩士,42,25,17,0,0,13,6,11,8,1,3,0,0,0,0,0,0,0,0,12 高雄市,2 技職
112,1042,高苑科技大學,N 職,M 碩士,31,25,6,0,0,17,4,5,1,2,1,0,0,1,0,0,0,0,0,12 高雄市,2 技職
112,1042,高苑科技大學,D 日,B 四技,679,403,276,28,8,75,50,127,106,119,93,0,0,0,0,0,0,54,19,12 高雄市,2 技職
112,1042,高苑科技大學,N 修,B 四技,333,270,63,36,8,40,10,69,22,98,23,0,0,0,0,0,0,27,0,12 高雄市,2 技職
112,1042,高苑科技大學,N 修,C 二技,123,71,52,0,0,0,0,23,12,39,39,0,0,0,0,0,0,9,1,12 高雄市,2 技職
112,1042,高苑科技大學,N 修,2 二專,26,14,12,3,6,7,4,0,0,0,0,0,0,0,0,0,0,4,2,12 高雄市,2 技職
112,1042,高苑科技大學,D 日,5 五專,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
112,1043,大仁科技大學,D 日,M 碩士,80,34,46,15,22,17,13,1,10,1,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
112,1043,大仁科技大學,N 職,M 碩士,145,75,70,34,41,31,22,5,5,2,0,2,1,1,1,0,0,0,0,13 屏東縣,2 技職
112,1043,大仁科技大學,D 日,B 四技,2318,1051,1267,206,276,218,250,237,260,230,285,82,122,0,0,0,0,78,74,13 屏東縣,2 技職
112,1043,大仁科技大學,N 修,B 四技,78,49,29,16,0,10,8,9,11,5,9,0,0,0,0,0,0,9,1,13 屏東縣,2 技職
112,1043,大仁科技大學,N 修,C 二技,1179,389,790,0,0,0,0,196,418,166,351,0,0,0,0,0,0,27,21,13 屏東縣,2 技職
112,1043,大仁科技大學,N 修,2 二專,63,29,34,6,20,14,11,0,0,0,0,0,0,0,0,0,0,9,3,13 屏東縣,2 技職
112,1044,聖約翰科技大學,D 日,M 碩士,37,29,8,0,0,15,4,7,2,7,2,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1044,聖約翰科技大學,N 職,M 碩士,57,43,14,18,8,15,4,5,0,4,2,1,0,0,0,0,0,0,0,01 新北市,2 技職
112,1044,聖約翰科技大學,D 日,B 四技,329,199,130,20,22,17,11,44,22,62,46,0,0,0,0,0,0,56,29,01 新北市,2 技職
112,1044,聖約翰科技大學,N 修,B 四技,59,55,4,0,0,14,0,22,3,12,1,0,0,0,0,0,0,7,0,01 新北市,2 技職
112,1044,聖約翰科技大學,N 修,C 二技,54,40,14,0,0,0,0,24,9,13,4,0,0,0,0,0,0,3,1,01 新北市,2 技職
112,1044,聖約翰科技大學,N 修,2 二專,25,17,8,7,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1044,聖約翰科技大學,D 日,5 五專,46,41,5,0,0,0,0,0,0,5,2,28,3,0,0,0,0,8,0,01 新北市,2 技職
112,1045,嶺東科技大學,D 日,M 碩士,239,108,131,50,65,38,42,15,17,5,7,0,0,0,0,0,0,0,0,19 臺中市,2 技職
112,1045,嶺東科技大學,N 職,M 碩士,168,91,77,52,43,29,30,10,4,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
112,1045,嶺東科技大學,D 日,B 四技,5950,2239,3711,539,840,504,883,580,932,515,966,0,0,0,0,0,0,101,90,19 臺中市,2 技職
112,1045,嶺東科技大學,N 修,B 四技,2229,1199,1030,275,245,244,213,276,254,301,258,0,0,0,0,0,0,103,60,19 臺中市,2 技職
112,1045,嶺東科技大學,D 日,C 二技,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19 臺中市,2 技職
112,1045,嶺東科技大學,N 修,C 二技,94,8,86,0,0,0,0,4,46,4,40,0,0,0,0,0,0,0,0,19 臺中市,2 技職
112,1046,中國科技大學,D 日,M 碩士,163,95,68,44,33,33,17,11,11,7,7,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1046,中國科技大學,N 職,M 碩士,55,38,17,22,10,14,7,1,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1046,中國科技大學,D 日,B 四技,4457,2079,2378,396,453,468,568,561,619,487,593,0,0,0,0,0,0,167,145,30 臺北市,2 技職
112,1046,中國科技大學,N 修,B 四技,787,456,331,101,72,79,76,118,66,97,79,0,0,0,0,0,0,61,38,30 臺北市,2 技職
112,1046,中國科技大學,N 修,C 二技,551,307,244,0,0,0,0,154,111,142,127,0,0,0,0,0,0,11,6,30 臺北市,2 技職
112,1046,中國科技大學,N 修,2 二專,198,103,95,36,29,53,59,0,0,0,0,0,0,0,0,0,0,14,7,30 臺北市,2 技職
112,1047,中臺科技大學,D 日,D 博士,9,7,2,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,19 臺中市,2 技職
112,1047,中臺科技大學,D 日,M 碩士,128,33,95,17,40,12,33,4,16,0,5,0,1,0,0,0,0,0,0,19 臺中市,2 技職
112,1047,中臺科技大學,N 職,M 碩士,278,43,235,12,72,9,60,14,57,5,33,3,13,0,0,0,0,0,0,19 臺中市,2 技職
112,1047,中臺科技大學,D 日,B 四技,3256,1382,1874,317,404,242,421,352,463,346,460,0,0,0,0,0,0,125,126,19 臺中市,2 技職
112,1047,中臺科技大學,N 修,B 四技,1162,415,747,111,137,80,149,85,180,106,184,15,53,0,0,0,0,18,44,19 臺中市,2 技職
112,1047,中臺科技大學,D 日,C 二技,577,87,490,0,0,0,0,35,265,51,221,0,0,0,0,0,0,1,4,19 臺中市,2 技職
112,1047,中臺科技大學,N 修,C 二技,927,111,816,0,0,0,0,58,464,43,306,9,43,0,0,0,0,1,3,19 臺中市,2 技職
112,1047,中臺科技大學,D 日,2 二專,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19 臺中市,2 技職
112,1048,亞洲大學,D 日,D 博士,224,134,90,27,23,29,18,21,18,22,12,17,7,12,7,6,5,0,0,06 臺中市,1 一般
112,1048,亞洲大學,D 日,M 碩士,695,263,432,108,176,75,136,44,71,36,49,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,N 職,M 碩士,427,197,230,120,129,48,71,22,23,7,7,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,D 日,B 學士,9069,3186,5883,803,1517,687,1335,771,1444,729,1409,0,0,0,0,0,0,196,178,06 臺中市,1 一般
112,1048,亞洲大學,P 進,B 學士,443,206,237,54,57,19,41,51,51,50,65,0,0,0,0,0,0,32,23,06 臺中市,1 一般
112,1049,開南大學,D 日,M 碩士,215,84,131,42,64,18,36,12,13,11,18,1,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,N 職,M 碩士,303,172,131,87,85,43,25,22,11,9,5,8,2,3,3,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,D 日,B 學士,2700,1365,1335,303,285,296,243,278,304,347,381,0,0,0,0,0,0,141,122,03 桃園市,1 一般
112,1049,開南大學,P 進,B 學士,976,543,433,128,119,119,99,129,99,123,98,0,0,0,0,0,0,44,18,03 桃園市,1 一般
112,1050,佛光大學,D 日,D 博士,71,24,47,7,6,3,6,0,7,4,9,3,6,3,10,4,3,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,D 日,M 碩士,450,187,263,67,111,52,59,37,43,29,45,0,1,1,2,1,2,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,N 職,M 碩士,106,41,65,20,49,11,7,7,5,2,1,0,2,1,1,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,D 日,B 學士,2137,1047,1090,201,203,235,243,258,291,268,304,0,0,0,0,0,0,85,49,02 宜蘭縣,1 一般
112,1051,台南應用科技大學,D 日,M 碩士,119,40,79,15,29,16,24,6,22,3,4,0,0,0,0,0,0,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,N 職,M 碩士,103,24,79,8,25,9,28,6,14,1,5,0,7,0,0,0,0,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,D 日,B 四技,6479,1879,4600,495,1126,369,1025,474,1166,455,1196,0,0,0,0,0,0,86,87,11 臺南市,2 技職
112,1051,台南應用科技大學,N 修,B 四技,1553,574,979,127,230,111,175,110,189,160,285,13,69,0,0,0,0,53,31,11 臺南市,2 技職
112,1051,台南應用科技大學,D 日,C 二技,420,93,327,0,0,0,0,43,145,40,152,0,0,0,0,0,0,10,30,11 臺南市,2 技職
112,1051,台南應用科技大學,N 修,C 二技,135,18,117,0,0,0,0,7,50,8,63,0,0,0,0,0,0,3,4,11 臺南市,2 技職
112,1051,台南應用科技大學,D 日,5 五專,851,200,651,35,127,39,134,42,135,42,131,42,124,0,0,0,0,0,0,11 臺南市,2 技職
112,1052,遠東科技大學,D 日,M 碩士,207,113,94,50,37,40,48,15,6,8,3,0,0,0,0,0,0,0,0,11 臺南市,2 技職
112,1052,遠東科技大學,N 職,M 碩士,29,27,2,7,1,7,0,5,1,5,0,3,0,0,0,0,0,0,0,11 臺南市,2 技職
112,1052,遠東科技大學,D 日,B 四技,1226,913,313,114,36,189,71,183,56,295,108,0,0,0,0,0,0,132,42,11 臺南市,2 技職
112,1052,遠東科技大學,N 修,B 四技,266,208,58,46,6,42,12,43,13,56,25,0,0,0,0,0,0,21,2,11 臺南市,2 技職
112,1052,遠東科技大學,N 修,C 二技,274,183,91,0,0,0,0,92,51,89,40,0,0,0,0,0,0,2,0,11 臺南市,2 技職
112,1052,遠東科技大學,N 修,2 二專,129,90,39,24,17,64,20,0,0,0,0,0,0,0,0,0,0,2,2,11 臺南市,2 技職
112,1053,元培醫事科技大學,D 日,D 博士,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18 新竹市,2 技職
112,1053,元培醫事科技大學,D 日,M 碩士,219,78,141,30,56,25,52,14,16,9,17,0,0,0,0,0,0,0,0,18 新竹市,2 技職
112,1053,元培醫事科技大學,N 職,M 碩士,35,10,25,1,8,5,10,4,4,0,3,0,0,0,0,0,0,0,0,18 新竹市,2 技職
112,1053,元培醫事科技大學,D 日,B 四技,2483,1048,1435,213,250,188,284,256,414,262,413,0,0,0,0,0,0,129,74,18 新竹市,2 技職
112,1053,元培醫事科技大學,N 修,B 四技,847,413,434,66,64,64,83,84,115,143,143,0,0,0,0,0,0,56,29,18 新竹市,2 技職
112,1053,元培醫事科技大學,D 日,C 二技,100,6,94,0,0,0,0,4,47,2,47,0,0,0,0,0,0,0,0,18 新竹市,2 技職
112,1053,元培醫事科技大學,N 修,C 二技,319,60,259,0,0,0,0,26,122,26,128,0,0,0,0,0,0,8,9,18 新竹市,2 技職
112,1054,景文科技大學,D 日,M 碩士,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1054,景文科技大學,N 職,M 碩士,58,40,18,19,9,13,6,7,3,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1054,景文科技大學,D 日,B 四技,3603,1644,1959,349,419,396,469,347,426,406,499,0,0,0,0,0,0,146,146,01 新北市,2 技職
112,1054,景文科技大學,N 修,B 四技,569,288,281,99,103,84,70,45,50,41,47,0,0,0,0,0,0,19,11,01 新北市,2 技職
112,1054,景文科技大學,D 日,C 二技,11,5,6,0,0,0,0,0,1,3,2,0,0,0,0,0,0,2,3,01 新北市,2 技職
112,1054,景文科技大學,N 修,C 二技,266,133,133,0,0,0,0,64,68,55,57,0,0,0,0,0,0,14,8,01 新北市,2 技職
112,1054,景文科技大學,N 修,2 二專,89,55,34,37,19,12,14,0,0,0,0,0,0,0,0,0,0,6,1,01 新北市,2 技職
112,1055,中華醫事科技大學,D 日,M 碩士,99,50,49,17,21,27,20,6,5,0,3,0,0,0,0,0,0,0,0,11 臺南市,2 技職
112,1055,中華醫事科技大學,N 職,M 碩士,29,13,16,7,8,5,7,1,1,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
112,1055,中華醫事科技大學,D 日,B 四技,2067,736,1331,157,267,186,298,153,335,199,374,0,0,0,0,0,0,41,57,11 臺南市,2 技職
112,1055,中華醫事科技大學,N 修,B 四技,384,180,204,36,41,44,50,45,55,38,48,0,0,0,0,0,0,17,10,11 臺南市,2 技職
112,1055,中華醫事科技大學,D 日,C 二技,829,171,658,0,0,0,0,94,303,77,345,0,0,0,0,0,0,0,10,11 臺南市,2 技職
112,1055,中華醫事科技大學,N 修,C 二技,675,198,477,0,0,0,0,98,232,89,233,0,0,0,0,0,0,11,12,11 臺南市,2 技職
112,1055,中華醫事科技大學,N 修,2 二專,63,27,36,13,15,13,20,0,0,0,0,0,0,0,0,0,0,1,1,11 臺南市,2 技職
112,1055,中華醫事科技大學,D 日,5 五專,3200,685,2515,160,552,142,520,113,503,140,500,104,398,0,0,0,0,26,42,11 臺南市,2 技職
112,1056,東南科技大學,D 日,M 碩士,137,76,61,26,30,35,27,11,4,4,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1056,東南科技大學,N 職,M 碩士,67,54,13,28,7,23,5,2,1,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1056,東南科技大學,D 日,B 四技,2967,1862,1105,351,213,444,266,420,257,464,277,0,0,0,0,0,0,183,92,01 新北市,2 技職
112,1056,東南科技大學,N 修,B 四技,476,329,147,85,27,63,46,82,36,70,29,0,0,0,0,0,0,29,9,01 新北市,2 技職
112,1057,德明財經科技大學,D 日,M 碩士,40,16,24,7,11,3,8,5,2,1,3,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1057,德明財經科技大學,N 職,M 碩士,26,12,14,2,7,7,5,2,1,0,1,1,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1057,德明財經科技大學,D 日,B 四技,5028,2213,2815,418,615,438,520,511,680,522,697,0,0,0,0,0,0,324,303,30 臺北市,2 技職
112,1057,德明財經科技大學,N 修,B 四技,235,130,105,37,22,12,23,26,27,43,28,0,0,0,0,0,0,12,5,30 臺北市,2 技職
112,1057,德明財經科技大學,D 日,C 二技,53,16,37,0,0,0,0,5,12,9,25,0,0,0,0,0,0,2,0,30 臺北市,2 技職
112,1057,德明財經科技大學,N 修,C 二技,161,60,101,0,0,0,0,30,41,30,58,0,0,0,0,0,0,0,2,30 臺北市,2 技職
112,1058,明道大學,D 日,D 博士,29,16,13,0,0,2,3,4,0,2,4,4,1,2,4,2,1,0,0,07 彰化縣,1 一般
112,1058,明道大學,D 日,M 碩士,87,46,41,0,0,24,22,8,12,14,7,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
112,1058,明道大學,N 職,M 碩士,25,6,19,0,0,4,16,2,3,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
112,1058,明道大學,D 日,B 學士,330,162,168,2,1,18,6,29,44,91,105,0,0,0,0,0,0,22,12,07 彰化縣,1 一般
112,1058,明道大學,P 進,B 學士,225,162,63,8,0,42,20,43,24,63,17,0,0,0,0,0,0,6,2,07 彰化縣,1 一般
112,1060,南開科技大學,D 日,M 碩士,71,40,31,21,13,12,17,2,0,5,1,0,0,0,0,0,0,0,0,08 南投縣,2 技職
112,1060,南開科技大學,N 職,M 碩士,48,16,32,5,15,7,14,2,1,2,2,0,0,0,0,0,0,0,0,08 南投縣,2 技職
112,1060,南開科技大學,D 日,B 四技,1307,892,415,150,112,234,111,181,86,264,84,0,0,0,0,0,0,63,22,08 南投縣,2 技職
112,1060,南開科技大學,N 修,B 四技,582,441,141,82,39,98,27,118,29,127,40,0,0,0,0,0,0,16,6,08 南投縣,2 技職
112,1060,南開科技大學,N 修,C 二技,240,113,127,0,0,0,0,62,52,48,74,0,0,0,0,0,0,3,1,08 南投縣,2 技職
112,1060,南開科技大學,N 修,2 二專,52,25,27,14,11,6,14,0,0,0,0,0,0,0,0,0,0,5,2,08 南投縣,2 技職
112,1060,南開科技大學,D 日,5 五專,266,230,36,25,3,36,4,48,8,59,6,55,15,0,0,0,0,7,0,08 南投縣,2 技職
112,1061,中華科技大學,D 日,M 碩士,197,114,83,54,44,47,37,11,1,2,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1061,中華科技大學,N 職,M 碩士,86,61,25,22,17,31,6,6,2,1,0,1,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1061,中華科技大學,D 日,B 四技,1679,1173,506,157,109,222,93,308,125,377,140,0,0,0,0,0,0,109,39,30 臺北市,2 技職
112,1061,中華科技大學,N 修,B 四技,636,516,120,154,43,137,19,102,26,107,29,0,0,0,0,0,0,16,3,30 臺北市,2 技職
112,1061,中華科技大學,D 日,C 二技,30,7,23,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1061,中華科技大學,N 修,C 二技,480,322,158,0,0,0,0,185,102,134,56,0,0,0,0,0,0,3,0,30 臺北市,2 技職
112,1061,中華科技大學,N 修,2 二專,97,55,42,26,24,27,18,0,0,0,0,0,0,0,0,0,0,2,0,30 臺北市,2 技職
112,1062,僑光科技大學,D 日,M 碩士,62,29,33,16,15,12,15,1,2,0,1,0,0,0,0,0,0,0,0,19 臺中市,2 技職
112,1062,僑光科技大學,N 職,M 碩士,58,24,34,19,25,4,8,1,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
112,1062,僑光科技大學,D 日,B 四技,4856,2282,2574,522,584,523,538,562,705,579,696,0,0,0,0,0,0,96,51,19 臺中市,2 技職
112,1062,僑光科技大學,N 修,B 四技,3338,2051,1287,550,358,415,231,449,303,477,322,0,0,0,0,0,0,160,73,19 臺中市,2 技職
112,1063,育達科技大學,D 日,M 碩士,123,53,70,15,26,24,34,7,6,7,4,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
112,1063,育達科技大學,N 職,M 碩士,186,115,71,44,27,43,27,7,10,21,7,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
112,1063,育達科技大學,D 日,B 四技,1106,530,576,125,187,91,119,110,103,114,117,0,0,0,0,0,0,90,50,05 苗栗縣,2 技職
112,1063,育達科技大學,N 修,B 四技,564,328,236,79,54,75,51,79,59,68,62,0,0,0,0,0,0,27,10,05 苗栗縣,2 技職
112,1063,育達科技大學,N 修,C 二技,1059,368,691,0,0,0,0,186,344,159,330,0,0,0,0,0,0,23,17,05 苗栗縣,2 技職
112,1064,美和科技大學,D 日,M 碩士,160,52,108,25,53,8,27,11,18,8,10,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
112,1064,美和科技大學,N 職,M 碩士,154,40,114,21,32,9,34,7,36,3,12,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
112,1064,美和科技大學,D 日,B 四技,1332,597,735,126,137,138,149,155,210,151,213,0,0,0,0,0,0,27,26,13 屏東縣,2 技職
112,1064,美和科技大學,N 修,B 四技,357,111,246,24,47,23,54,28,53,29,77,0,0,0,0,0,0,7,15,13 屏東縣,2 技職
112,1064,美和科技大學,D 日,C 二技,137,14,123,0,0,0,0,9,52,5,70,0,0,0,0,0,0,0,1,13 屏東縣,2 技職
112,1064,美和科技大學,N 修,C 二技,1049,231,818,0,0,0,0,118,416,108,388,0,0,0,0,0,0,5,14,13 屏東縣,2 技職
112,1064,美和科技大學,N 修,2 二專,94,54,40,32,22,21,17,0,0,0,0,0,0,0,0,0,0,1,1,13 屏東縣,2 技職
112,1064,美和科技大學,D 日,5 五專,1603,231,1372,58,273,53,289,44,244,25,251,41,259,0,0,0,0,10,56,13 屏東縣,2 技職
112,1065,吳鳳科技大學,D 日,M 碩士,35,24,11,5,7,17,2,2,1,0,1,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,N 職,M 碩士,61,37,24,22,18,14,6,0,0,1,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,D 日,B 四技,2223,1432,791,319,190,298,174,413,192,356,221,0,0,0,0,0,0,46,14,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,N 修,B 四技,549,405,144,94,34,80,31,112,32,98,45,0,0,0,0,0,0,21,2,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,N 修,C 二技,738,364,374,0,0,0,0,177,184,187,186,0,0,0,0,0,0,0,4,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,N 修,2 二專,176,82,94,32,52,50,42,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
